%roll pitch yaw
0.00603854 -0.00481416 -0.102899
0.00604725 -0.00481404 -0.102907
0.0060499 -0.00480847 -0.102914
0.00605628 -0.0047996 -0.102921
0.00605451 -0.00479107 -0.102912
0.00605426 -0.00479794 -0.102907
0.00605936 -0.00481772 -0.102904
0.00606159 -0.0048331 -0.102893
0.0060561 -0.00483661 -0.102889
0.00606665 -0.00483403 -0.102885
0.00607146 -0.00481867 -0.102893
0.00605993 -0.0048127 -0.102905
0.00605992 -0.00480707 -0.102919
0.00606491 -0.00481376 -0.102902
0.00607 -0.00482975 -0.10289
0.00607056 -0.00484223 -0.102884
0.00606584 -0.00484438 -0.102873
0.00606686 -0.00483712 -0.10286
0.00605669 -0.00481514 -0.102856
0.00605727 -0.0048017 -0.102855
0.00606046 -0.00479521 -0.102859
0.00604916 -0.00480869 -0.102879
0.00604316 -0.00480882 -0.102892
0.00603504 -0.00479773 -0.102893
0.00603489 -0.00479688 -0.102893
0.00603214 -0.00480678 -0.102894
0.00603478 -0.00481813 -0.102904
0.00603964 -0.00481998 -0.102914
0.00604186 -0.00480754 -0.102936
0.00605168 -0.00479281 -0.102931
0.00605598 -0.00479423 -0.102929
0.00607119 -0.00480409 -0.102926
0.00607363 -0.00481038 -0.10293
0.00607144 -0.00480658 -0.102921
0.00606501 -0.00480107 -0.102912
0.00606851 -0.00479991 -0.102899
0.00607269 -0.00480533 -0.102891
0.00606822 -0.00482568 -0.102894
0.00605484 -0.00484856 -0.102891
0.00604855 -0.00484536 -0.10288
0.0060441 -0.00483878 -0.102878
0.00605478 -0.00483283 -0.10287
0.00605936 -0.00481904 -0.102883
0.00607121 -0.00481182 -0.102889
0.00607035 -0.00482212 -0.10288
0.0060682 -0.00483462 -0.102857
0.00605999 -0.00482561 -0.102844
0.00605945 -0.00480771 -0.102831
0.00606055 -0.00479402 -0.102838
0.00605193 -0.00479833 -0.102837
0.00606032 -0.0048042 -0.102837
0.00606082 -0.00480702 -0.102837
0.00605796 -0.00480417 -0.102848
0.00603996 -0.00481156 -0.102857
0.00603388 -0.00483028 -0.10287
0.00603822 -0.00484909 -0.102873
0.00603699 -0.00484852 -0.102869
0.00604382 -0.00483718 -0.102873
0.00604447 -0.00483153 -0.10289
0.0060567 -0.00483595 -0.102909
0.00607377 -0.00484049 -0.102913
0.00608297 -0.00483163 -0.102905
0.00608652 -0.00481821 -0.102901
0.00608472 -0.00480703 -0.102895
0.00609098 -0.00479932 -0.10288
0.00609302 -0.00481032 -0.102864
0.0060919 -0.00482053 -0.102848
0.00608534 -0.00483024 -0.102851
0.00608027 -0.00483837 -0.102846
0.00608353 -0.00484134 -0.102857
0.00607741 -0.0048469 -0.102858
0.00607568 -0.00484244 -0.102862
0.00607483 -0.00483586 -0.102884
0.00607207 -0.00483345 -0.102899
0.00606409 -0.00483992 -0.102907
0.00605368 -0.00485285 -0.102901
0.00604277 -0.00485747 -0.102886
0.00604508 -0.00486118 -0.102877
0.00604625 -0.00486238 -0.102878
0.00605313 -0.00484497 -0.102869
0.00605187 -0.00482981 -0.102875
0.00605608 -0.00481819 -0.102888
0.00606121 -0.00481536 -0.102909
0.00606933 -0.00482662 -0.102943
0.00607495 -0.00484491 -0.102973
0.00608239 -0.00484664 -0.102998
0.00609608 -0.00484152 -0.103005
0.00610275 -0.00482464 -0.103005
0.0061015 -0.00481998 -0.102999
0.0061012 -0.00481845 -0.102996
0.00609308 -0.00482835 -0.102992
0.00608922 -0.00484465 -0.102985
0.00608965 -0.00484009 -0.102973
0.00609209 -0.00483533 -0.102971
0.0060841 -0.00483297 -0.102953
0.00608104 -0.00483774 -0.102943
0.00608228 -0.00485203 -0.102943
0.00609274 -0.00486226 -0.102947
0.00608899 -0.00486053 -0.102955
0.00609124 -0.0048752 -0.102956
0.00609353 -0.00489006 -0.102964
0.00609267 -0.00488224 -0.102976
0.00608472 -0.00485036 -0.10298
0.00608753 -0.00484207 -0.10298
0.00608881 -0.0048567 -0.102981
0.00608785 -0.00485639 -0.10298
0.00608724 -0.00485681 -0.102979
0.00609053 -0.00484303 -0.102968
0.00609852 -0.00484851 -0.102951
0.00610162 -0.00486499 -0.102944
0.0061042 -0.00488041 -0.102957
0.00609904 -0.00487839 -0.102955
0.00611057 -0.00487052 -0.102937
0.00611262 -0.00487281 -0.102924
0.00610972 -0.00488719 -0.102926
0.00611373 -0.00489836 -0.102927
0.0061122 -0.00489998 -0.102933
0.0061112 -0.0048822 -0.102951
0.00610014 -0.00488158 -0.102954
0.00609801 -0.00488339 -0.10296
0.00609095 -0.00488617 -0.102971
0.00609536 -0.00489058 -0.102966
0.00609432 -0.00487218 -0.102957
0.00610711 -0.00485831 -0.10295
0.00611164 -0.00486226 -0.102938
0.00611573 -0.00487293 -0.102929
0.00612354 -0.0048748 -0.102927
0.0061241 -0.00485667 -0.102942
0.00612859 -0.00485728 -0.102949
0.00611718 -0.00485001 -0.102942
0.0061221 -0.00485109 -0.102931
0.00612092 -0.00486663 -0.102922
0.00612766 -0.00488484 -0.102943
0.00613221 -0.00488086 -0.102961
0.00614147 -0.00486016 -0.102959
0.0061485 -0.00484712 -0.102964
0.00615147 -0.00485678 -0.102965
0.00615323 -0.0048647 -0.102978
0.00615411 -0.00486802 -0.102983
0.0061575 -0.00486371 -0.102979
0.00616263 -0.00485865 -0.102986
0.00617538 -0.00486121 -0.102998
0.00618181 -0.00486473 -0.102996
0.00617515 -0.00486659 -0.103
0.00616715 -0.00485913 -0.102999
0.00615279 -0.00486584 -0.102983
0.00615218 -0.004883 -0.102982
0.00615499 -0.00489363 -0.102996
0.00617015 -0.00488842 -0.10301
0.00618015 -0.00486695 -0.103017
0.00617444 -0.00485928 -0.103013
0.00616035 -0.00486582 -0.103013
0.00614994 -0.00487817 -0.103003
0.00615021 -0.00487501 -0.102987
0.00615853 -0.0048527 -0.102979
0.00616105 -0.00485025 -0.102994
0.00616996 -0.00487259 -0.102998
0.00618164 -0.00488397 -0.103008
0.00618393 -0.00487741 -0.103011
0.00618733 -0.00486265 -0.10302
0.0061939 -0.0048587 -0.103021
0.00618979 -0.00486518 -0.103024
0.00618274 -0.00487579 -0.103033
0.00617679 -0.00486936 -0.103038
0.00617878 -0.0048618 -0.103038
0.0061805 -0.00487093 -0.103027
0.00618929 -0.00489087 -0.103022
0.00619031 -0.00490593 -0.103026
0.00618679 -0.00491378 -0.103048
0.00618368 -0.00490597 -0.103062
0.00616932 -0.00491238 -0.103072
0.00616418 -0.00492905 -0.103072
0.00616365 -0.00492747 -0.103077
0.00616819 -0.00490824 -0.103083
0.00616877 -0.00487949 -0.103084
0.00616943 -0.00486874 -0.103076
0.00616872 -0.0048762 -0.103055
0.00617033 -0.00488456 -0.103056
0.00617836 -0.00487005 -0.103068
0.00618362 -0.00485167 -0.103075
0.00618847 -0.00485213 -0.103081
0.00619024 -0.00486636 -0.103087
0.00618895 -0.00487691 -0.103088
0.0061969 -0.00487024 -0.103083
0.00619396 -0.00485908 -0.103074
0.00619859 -0.0048586 -0.103055
0.00620149 -0.00486277 -0.103058
0.00621174 -0.00486816 -0.10306
0.00619838 -0.00486359 -0.10307
0.00619037 -0.00485912 -0.103071
