%roll pitch yaw
0.006373 -0.0059112 -0.024134
0.00636408 -0.00591491 -0.0241417
0.00636729 -0.00591461 -0.0241433
0.00637358 -0.00591458 -0.0241443
0.00638111 -0.00592328 -0.0241314
0.00639866 -0.00592648 -0.0241134
0.00639679 -0.00593316 -0.0240937
0.006391 -0.00593658 -0.0240799
0.00639246 -0.00594836 -0.0240691
0.00639243 -0.00596219 -0.0240751
0.00639369 -0.00595965 -0.0240798
0.00640223 -0.00596277 -0.0240841
0.00640612 -0.00595959 -0.0240847
0.00639235 -0.00596994 -0.0240761
0.00638872 -0.00596504 -0.0240631
0.00638002 -0.00596022 -0.024059
0.00637948 -0.00595885 -0.0240536
0.00637835 -0.00597214 -0.0240601
0.00638432 -0.00597884 -0.024059
0.00638632 -0.00597537 -0.0240542
0.00639284 -0.00596736 -0.0240612
0.00640455 -0.00596264 -0.0240707
0.00641588 -0.00597159 -0.0240799
0.00641745 -0.00597461 -0.0240905
0.00641757 -0.00597685 -0.0241002
0.00642128 -0.00597612 -0.0240915
0.00642275 -0.00597636 -0.0240763
0.00642219 -0.00597055 -0.0240787
0.00641924 -0.00596599 -0.0240867
0.00641225 -0.00596087 -0.0241011
0.00639786 -0.00594933 -0.024114
0.00640054 -0.0059442 -0.0241284
0.00640046 -0.0059455 -0.0241341
0.00640576 -0.00595023 -0.0241158
0.00641351 -0.00596105 -0.0240905
0.00642154 -0.00596037 -0.0240762
0.00642412 -0.00595253 -0.0240662
0.00642678 -0.00594977 -0.024062
0.00643467 -0.00593748 -0.0240758
0.00644594 -0.00592995 -0.024088
0.0064595 -0.00591548 -0.0241129
0.00646355 -0.0059072 -0.0241145
0.00646646 -0.00589857 -0.0241037
0.00646544 -0.00589318 -0.0241025
0.00645734 -0.0058981 -0.0241173
0.00645902 -0.00589546 -0.0241341
0.00645371 -0.00588696 -0.0241319
0.00644491 -0.00587507 -0.0241308
0.0064421 -0.00587581 -0.02413
0.0064339 -0.00587593 -0.0241358
0.0064321 -0.00587552 -0.02414
0.0064265 -0.00586759 -0.0241385
0.00641544 -0.00585519 -0.0241359
0.00641297 -0.00585149 -0.0241247
0.00641955 -0.00584507 -0.0241179
0.00641836 -0.00584177 -0.0241203
0.00641806 -0.00585527 -0.0241167
0.00642298 -0.0058734 -0.0241295
0.00641841 -0.00589557 -0.0241388
0.00643072 -0.00590977 -0.0241333
0.00644686 -0.00591502 -0.0241363
0.0064598 -0.00592495 -0.0241293
0.00646242 -0.00592992 -0.0241059
0.00646606 -0.00593027 -0.0240812
0.00645943 -0.00593184 -0.0240677
0.00644772 -0.0059329 -0.0240697
0.0064424 -0.00592274 -0.0240806
