0.0135654 0.0015358 0.0128929 0.0018901
0.0135657 0.0015357 0.012557 0.0020671
0.0135664 0.0015353 0.0122214 0.0022439
0.0135675 0.0015347 0.0118862 0.0024205
0.0135691 0.0015338 0.0115515 0.0025969
0.0135714 0.0015325 0.0112174 0.0027729
0.0135745 0.0015309 0.0108841 0.0029485
0.0135784 0.0015287 0.0105515 0.0031237
0.0135833 0.0015261 0.0102199 0.0032984
0.0135892 0.0015228 0.0098893 0.0034726
0.0135964 0.001519 0.0095598 0.0036462
0.0136048 0.0015144 0.0092315 0.0038191
0.0136146 0.0015091 0.0089046 0.0039914
0.013626 0.001503 0.0085791 0.0041629
0.0136389 0.001496 0.0082551 0.0043336
0.0136536 0.0014881 0.0079328 0.0045034
0.01367 0.0014792 0.0076122 0.0046723
0.0136884 0.0014694 0.0072934 0.0048402
0.0137089 0.0014584 0.0069766 0.0050072
0.0137314 0.0014463 0.0075946 0.0041957
0.0137559 0.0014334 0.0082145 0.0033834
0.0137821 0.0014199 0.0088361 0.0025706
0.0138099 0.0014061 0.0094591 0.0017573
0.013839 0.0013922 0.0100835 0.000944
0.0138693 0.0013785 0.010709 0.0001308
0.0139005 0.0013653 0.0113355 -0.0006818
0.0139326 0.0013529 0.0119627 -0.001494
0.0139653 0.0013414 0.0125906 -0.0023053
0.0139983 0.0013312 0.0132188 -0.0031155
0.0140316 0.0013225 0.0138473 -0.0039244
0.014065 0.0013155 0.0144758 -0.0047316
0.0140982 0.0013106 0.0151042 -0.005537
0.014131 0.001308 0.0157323 -0.0063403
0.0141634 0.0013078 0.0163599 -0.0071413
0.014195 0.0013105 0.0169868 -0.0079397
0.0142258 0.0013162 0.0176129 -0.0087354
0.0142555 0.0013252 0.0182379 -0.0095279
0.0142839 0.0013377 0.0188617 -0.0103172
0.0143109 0.0013541 0.0194841 -0.0111029
0.0143363 0.0013744 0.019308 -0.0109201
0.0143601 0.0013987 0.0191303 -0.0107335
0.0143824 0.001427 0.0189512 -0.0105432
0.0144033 0.0014592 0.0187707 -0.0103493
0.0144228 0.0014953 0.0185888 -0.0101518
0.0144409 0.0015351 0.0184057 -0.0099508
0.0144579 0.0015787 0.0182214 -0.0097463
0.0144736 0.001626 0.0180359 -0.0095384
0.0144882 0.001677 0.0178493 -0.009327
0.0145018 0.0017316 0.0176617 -0.0091124
0.0145143 0.0017897 0.0174731 -0.0088945
0.0145259 0.0018514 0.0172836 -0.0086733
0.0145366 0.0019166 0.0170932 -0.0084489
0.0145465 0.0019852 0.0169021 -0.0082214
0.0145557 0.0020572 0.0167102 -0.0079909
0.0145642 0.0021326 0.0165176 -0.0077573
0.014572 0.0022112 0.0163245 -0.0075207
0.0145792 0.0022932 0.0161308 -0.0072812
0.014586 0.0023783 0.0159366 -0.0070388
0.0145923 0.0024666 0.015742 -0.0067935
0.0145982 0.002558 0.0156701 -0.0067309
0.0146038 0.0026525 0.0155979 -0.0066655
0.014609 0.0027502 0.0155254 -0.0065973
0.0146139 0.002851 0.0154526 -0.0065263
0.0146186 0.0029549 0.0153796 -0.0064525
0.014623 0.0030619 0.0153063 -0.0063759
0.0146272 0.0031721 0.0152327 -0.0062964
0.0146312 0.0032854 0.015159 -0.0062142
0.014635 0.0034019 0.0150851 -0.0061291
0.0146387 0.0035215 0.015011 -0.0060411
0.0146423 0.0036443 0.0149368 -0.0059503
0.0146457 0.0037702 0.0148625 -0.0058567
0.0146492 0.0038994 0.0147881 -0.0057602
0.0146525 0.0040318 0.0147137 -0.0056608
0.0146559 0.0041674 0.0146392 -0.0055585
0.0146593 0.0043062 0.0145647 -0.0054534
0.0146628 0.0044483 0.0144902 -0.0053454
0.0146663 0.0045936 0.0144158 -0.0052345
0.01467 0.0047422 0.0143414 -0.0051207
0.0146737 0.0048941 0.0142671 -0.005004
0.0146777 0.0050493 0.0142217 -0.0049851
0.0146818 0.0052079 0.0141765 -0.0049633
0.0146861 0.0053698 0.0141313 -0.0049385
0.0146906 0.0055351 0.0140864 -0.0049107
0.0146954 0.0057039 0.0140416 -0.0048798
0.0147004 0.0058762 0.0139969 -0.0048459
0.0147057 0.006052 0.0139525 -0.0048088
0.0147112 0.0062314 0.0139083 -0.0047685
0.0147171 0.0064145 0.0138643 -0.004725
0.0147233 0.0066011 0.0138205 -0.0046783
0.0147298 0.0067915 0.013777 -0.0046283
0.0147367 0.0069856 0.0137338 -0.004575
0.0147439 0.0071835 0.0136908 -0.0045183
0.0147516 0.0073853 0.0136481 -0.0044583
0.0147596 0.0075909 0.0136058 -0.0043948
0.014768 0.0078004 0.0135637 -0.0043278
0.0147769 0.0080138 0.013522 -0.0042574
0.0147863 0.0082313 0.0134807 -0.0041834
0.0147961 0.0084528 0.0134397 -0.0041059
0.0148063 0.0086783 0.0133991 -0.0040247
0.0148171 0.008908 0.0133537 -0.0040376
0.0148284 0.0091419 0.0133087 -0.0040468
0.0148402 0.00938 0.0132642 -0.0040521
0.0148525 0.0096224 0.0132201 -0.0040537
0.0148654 0.0098693 0.0131764 -0.0040513
0.0148789 0.0101206 0.0131333 -0.004045
0.0148929 0.0103764 0.0130906 -0.0040346
0.0149076 0.0106367 0.0130485 -0.0040201
0.0149228 0.0109018 0.0130068 -0.0040014
0.0149387 0.0111715 0.0129658 -0.0039784
0.0149552 0.011446 0.0129252 -0.0039512
0.0149724 0.0117253 0.0128853 -0.0039196
0.0149902 0.0120095 0.012846 -0.0038835
0.0150087 0.0122987 0.0128072 -0.0038429
0.0150279 0.012593 0.0127691 -0.0037977
0.0150478 0.0128923 0.0127317 -0.0037479
0.0150684 0.0131969 0.0126948 -0.0036934
0.0150898 0.0135066 0.0126587 -0.0036341
0.0151119 0.0138217 0.0126233 -0.0035699
0.0151348 0.0141421 0.0125885 -0.0035009
0.0151584 0.014468 0.012525 -0.0035864
0.0151828 0.0147994 0.0124623 -0.0036668
0.0152081 0.0151366 0.0124003 -0.0037421
0.0152341 0.0154795 0.0123391 -0.003812
0.015261 0.0158283 0.0122788 -0.0038765
0.0152888 0.0161831 0.0122193 -0.0039354
0.0153175 0.016544 0.0121607 -0.0039886
0.0153471 0.0169112 0.0121029 -0.0040361
0.0153776 0.0172846 0.0120461 -0.0040777
0.0154091 0.0176645 0.0119903 -0.0041132
0.0154415 0.018051 0.0119354 -0.0041426
0.015475 0.018444 0.0118815 -0.0041658
0.0155094 0.0188439 0.0118287 -0.0041826
0.0155449 0.0192506 0.0117769 -0.004193
0.0155814 0.0196643 0.0117262 -0.0041967
0.015619 0.0200851 0.0116766 -0.0041938
0.0156577 0.0205132 0.0116281 -0.004184
0.0156975 0.0209485 0.0115808 -0.0041673
0.0157384 0.0213913 0.0115346 -0.0041435
0.0157805 0.0218417 0.0114896 -0.0041126
0.0158237 0.0222997 0.0114173 -0.0042679
0.0158681 0.0227655 0.0113463 -0.0044158
0.0159138 0.0232394 0.0112765 -0.0045561
0.0159607 0.0237215 0.0112081 -0.0046885
0.0160089 0.024212 0.011141 -0.004813
